name,year,year_period,continent,country,mass_cleaned,mass_bin,recclass_clean,reclat,reclong
Yamato 791222,1979.0,20th Century,Antarctica,Antarctica,40.57,10-100g,H4,-71.5,35.66667
Yamato 791223,1979.0,20th Century,Antarctica,Antarctica,31.21,10-100g,H4,-71.5,35.66667
Yamato 791224,1979.0,20th Century,Antarctica,Antarctica,26.51,10-100g,H4,-71.5,35.66667
Yamato 791225,1979.0,20th Century,Antarctica,Antarctica,22.91,10-100g,H4,-71.5,35.66667
Yamato 791226,1979.0,20th Century,Antarctica,Antarctica,24.86,10-100g,H4,-71.5,35.66667
Yamato 791227,1979.0,20th Century,Antarctica,Antarctica,18.83,10-100g,H4,-71.5,35.66667
Yamato 791228,1979.0,20th Century,Antarctica,Antarctica,22.92,10-100g,H4,-71.5,35.66667
Yamato 791229,1979.0,20th Century,Antarctica,Antarctica,24.64,10-100g,H4,-71.5,35.66667
Yamato 791230,1979.0,20th Century,Antarctica,Antarctica,16.11,10-100g,H4,-71.5,35.66667
Yamato 791231,1979.0,20th Century,Antarctica,Antarctica,12.74,10-100g,H4,-71.5,35.66667
Yamato 791232,1979.0,20th Century,Antarctica,Antarctica,18.69,10-100g,H4,-71.5,35.66667
Yamato 791233,1979.0,20th Century,Antarctica,Antarctica,20.46,10-100g,H4,-71.5,35.66667
Yamato 791234,1979.0,20th Century,Antarctica,Antarctica,14.08,10-100g,H4,-71.5,35.66667
Yamato 791235,1979.0,20th Century,Antarctica,Antarctica,10.65,10-100g,H4,-71.5,35.66667
Yamato 791236,1979.0,20th Century,Antarctica,Antarctica,19.35,10-100g,H4,-71.5,35.66667
Yamato 791237,1979.0,20th Century,Antarctica,Antarctica,10.14,10-100g,H4,-71.5,35.66667
Yamato 791238,1979.0,20th Century,Antarctica,Antarctica,11.68,10-100g,H4,-71.5,35.66667
Yamato 791239,1979.0,20th Century,Antarctica,Antarctica,8.04,1-10g,H4,-71.5,35.66667
Yamato 791240,1979.0,20th Century,Antarctica,Antarctica,7.92,1-10g,H4,-71.5,35.66667
Yamato 791241,1979.0,20th Century,Antarctica,Antarctica,10.73,10-100g,H4,-71.5,35.66667
Yamato 791242,1979.0,20th Century,Antarctica,Antarctica,8.52,1-10g,H4,-71.5,35.66667
Yamato 791243,1979.0,20th Century,Antarctica,Antarctica,9.75,1-10g,H4,-71.5,35.66667
Yamato 791244,1979.0,20th Century,Antarctica,Antarctica,5.85,1-10g,H4,-71.5,35.66667
Yamato 791245,1979.0,20th Century,Antarctica,Antarctica,7.54,1-10g,H4,-71.5,35.66667
Yamato 791246,1979.0,20th Century,Antarctica,Antarctica,11.01,10-100g,H4,-71.5,35.66667
Yamato 791247,1979.0,20th Century,Antarctica,Antarctica,5.84,1-10g,H4,-71.5,35.66667
Yamato 791248,1979.0,20th Century,Antarctica,Antarctica,6.45,1-10g,H4,-71.5,35.66667
Yamato 791249,1979.0,20th Century,Antarctica,Antarctica,9.03,1-10g,H4,-71.5,35.66667
Yamato 791250,1979.0,20th Century,Antarctica,Antarctica,6.78,1-10g,H4,-71.5,35.66667
Yamato 791251,1979.0,20th Century,Antarctica,Antarctica,6.61,1-10g,H4,-71.5,35.66667
Yamato 791252,1979.0,20th Century,Antarctica,Antarctica,6.44,1-10g,H4,-71.5,35.66667
Yamato 791253,1979.0,20th Century,Antarctica,Antarctica,6.54,1-10g,H4,-71.5,35.66667
Yamato 791254,1979.0,20th Century,Antarctica,Antarctica,6.22,1-10g,H4,-71.5,35.66667
Yamato 791255,1979.0,20th Century,Antarctica,Antarctica,10.4,10-100g,H6,-71.5,35.66667
Yamato 791256,1979.0,20th Century,Antarctica,Antarctica,5.62,1-10g,H4,-71.5,35.66667
Yamato 791257,1979.0,20th Century,Antarctica,Antarctica,6.86,1-10g,H4,-71.5,35.66667
Yamato 791258,1979.0,20th Century,Antarctica,Antarctica,7.77,1-10g,H4,-71.5,35.66667
Yamato 791259,1979.0,20th Century,Antarctica,Antarctica,6.3,1-10g,H4,-71.5,35.66667
Yamato 791260,1979.0,20th Century,Antarctica,Antarctica,5.99,1-10g,H4,-71.5,35.66667
Yamato 791261,1979.0,20th Century,Antarctica,Antarctica,4.46,1-10g,H4,-71.5,35.66667
Yamato 791262,1979.0,20th Century,Antarctica,Antarctica,5.62,1-10g,H4,-71.5,35.66667
Yamato 791263,1979.0,20th Century,Antarctica,Antarctica,5.27,1-10g,H4,-71.5,35.66667
Yamato 791264,1979.0,20th Century,Antarctica,Antarctica,4.22,1-10g,H4,-71.5,35.66667
Yamato 791265,1979.0,20th Century,Antarctica,Antarctica,5.37,1-10g,H4,-71.5,35.66667
Yamato 791266,1979.0,20th Century,Antarctica,Antarctica,4.4,1-10g,H4,-71.5,35.66667
Yamato 791267,1979.0,20th Century,Antarctica,Antarctica,3.86,1-10g,H4,-71.5,35.66667
Yamato 791268,1979.0,20th Century,Antarctica,Antarctica,5.31,1-10g,H4,-71.5,35.66667
Yamato 791269,1979.0,20th Century,Antarctica,Antarctica,4.14,1-10g,H4,-71.5,35.66667
Yamato 791270,1979.0,20th Century,Antarctica,Antarctica,3.53,1-10g,L6,-71.5,35.66667
Yamato 791271,1979.0,20th Century,Antarctica,Antarctica,4.74,1-10g,H4,-71.5,35.66667
Yamato 791272,1979.0,20th Century,Antarctica,Antarctica,4.03,1-10g,H4,-71.5,35.66667
Yamato 791273,1979.0,20th Century,Antarctica,Antarctica,4.49,1-10g,H4,-71.5,35.66667
Yamato 791274,1979.0,20th Century,Antarctica,Antarctica,3.72,1-10g,H4,-71.5,35.66667
Yamato 791275,1979.0,20th Century,Antarctica,Antarctica,4.5,1-10g,H4,-71.5,35.66667
Yamato 791276,1979.0,20th Century,Antarctica,Antarctica,3.56,1-10g,H4,-71.5,35.66667
Yamato 791277,1979.0,20th Century,Antarctica,Antarctica,4.1,1-10g,H4,-71.5,35.66667
Yamato 791278,1979.0,20th Century,Antarctica,Antarctica,2.62,1-10g,H4,-71.5,35.66667
Yamato 791279,1979.0,20th Century,Antarctica,Antarctica,2.67,1-10g,H4,-71.5,35.66667
Yamato 791280,1979.0,20th Century,Antarctica,Antarctica,3.04,1-10g,H4,-71.5,35.66667
Yamato 791281,1979.0,20th Century,Antarctica,Antarctica,3.82,1-10g,H4,-71.5,35.66667
Yamato 791282,1979.0,20th Century,Antarctica,Antarctica,3.29,1-10g,H4,-71.5,35.66667
Yamato 791283,1979.0,20th Century,Antarctica,Antarctica,5.11,1-10g,H4,-71.5,35.66667
Yamato 791284,1979.0,20th Century,Antarctica,Antarctica,4.03,1-10g,H4,-71.5,35.66667
Yamato 791285,1979.0,20th Century,Antarctica,Antarctica,4.61,1-10g,H4,-71.5,35.66667
Yamato 791286,1979.0,20th Century,Antarctica,Antarctica,3.79,1-10g,H4,-71.5,35.66667
Yamato 791287,1979.0,20th Century,Antarctica,Antarctica,2.66,1-10g,H4,-71.5,35.66667
Yamato 791288,1979.0,20th Century,Antarctica,Antarctica,2.68,1-10g,H4,-71.5,35.66667
Yamato 791289,1979.0,20th Century,Antarctica,Antarctica,3.96,1-10g,H4,-71.5,35.66667
Yamato 791290,1979.0,20th Century,Antarctica,Antarctica,2.74,1-10g,H4,-71.5,35.66667
Yamato 791291,1979.0,20th Century,Antarctica,Antarctica,2.77,1-10g,H4,-71.5,35.66667
Yamato 791292,1979.0,20th Century,Antarctica,Antarctica,2.6,1-10g,H4,-71.5,35.66667
Yamato 791293,1979.0,20th Century,Antarctica,Antarctica,2.2,1-10g,H4,-71.5,35.66667
Yamato 791294,1979.0,20th Century,Antarctica,Antarctica,3.5,1-10g,H4,-71.5,35.66667
Yamato 791295,1979.0,20th Century,Antarctica,Antarctica,3.99,1-10g,H4,-71.5,35.66667
Yamato 791296,1979.0,20th Century,Antarctica,Antarctica,3.6,1-10g,H4,-71.5,35.66667
Yamato 791297,1979.0,20th Century,Antarctica,Antarctica,3.93,1-10g,H4,-71.5,35.66667
Yamato 791298,1979.0,20th Century,Antarctica,Antarctica,2.69,1-10g,H4,-71.5,35.66667
Yamato 791299,1979.0,20th Century,Antarctica,Antarctica,3.72,1-10g,H4,-71.5,35.66667
Yamato 791300,1979.0,20th Century,Antarctica,Antarctica,2.37,1-10g,H4,-71.5,35.66667
Yamato 791301,1979.0,20th Century,Antarctica,Antarctica,3.06,1-10g,H4,-71.5,35.66667
Yamato 791302,1979.0,20th Century,Antarctica,Antarctica,2.39,1-10g,H4,-71.5,35.66667
Yamato 791303,1979.0,20th Century,Antarctica,Antarctica,2.49,1-10g,H4,-71.5,35.66667
Yamato 791304,1979.0,20th Century,Antarctica,Antarctica,2.48,1-10g,H4,-71.5,35.66667
Yamato 791305,1979.0,20th Century,Antarctica,Antarctica,2.81,1-10g,H4,-71.5,35.66667
Yamato 791306,1979.0,20th Century,Antarctica,Antarctica,2.51,1-10g,H4,-71.5,35.66667
Yamato 791307,1979.0,20th Century,Antarctica,Antarctica,3.07,1-10g,H4,-71.5,35.66667
Yamato 791308,1979.0,20th Century,Antarctica,Antarctica,2.84,1-10g,H4,-71.5,35.66667
Yamato 791309,1979.0,20th Century,Antarctica,Antarctica,2.58,1-10g,H4,-71.5,35.66667
Yamato 791310,1979.0,20th Century,Antarctica,Antarctica,32.05,10-100g,H4,-71.5,35.66667
Yamato 791311,1979.0,20th Century,Antarctica,Antarctica,51.73,10-100g,H4,-71.5,35.66667
Yamato 791312,1979.0,20th Century,Antarctica,Antarctica,1841.0,1-10kg,H4,-71.5,35.66667
Yamato 791313,1979.0,20th Century,Antarctica,Antarctica,640.0,100-1kg,H5,-71.5,35.66667
Yamato 791314,1979.0,20th Century,Antarctica,Antarctica,626.0,100-1kg,H4,-71.5,35.66667
Yamato 791315,1979.0,20th Century,Antarctica,Antarctica,352.57,100-1kg,H4,-71.5,35.66667
Yamato 791316,1979.0,20th Century,Antarctica,Antarctica,283.11,100-1kg,L6,-71.5,35.66667
Yamato 791317,1979.0,20th Century,Antarctica,Antarctica,164.42,100-1kg,L6,-71.5,35.66667
Yamato 791318,1979.0,20th Century,Antarctica,Antarctica,265.96,100-1kg,H-OTHER,-71.5,35.66667
Yamato 791319,1979.0,20th Century,Antarctica,Antarctica,137.4,100-1kg,L-OTHER,-71.5,35.66667
Yamato 791320,1979.0,20th Century,Antarctica,Antarctica,128.09,100-1kg,H6,-71.5,35.66667
Yamato 791321,1979.0,20th Century,Antarctica,Antarctica,65.21,10-100g,H6,-71.5,35.66667
Yamato 791322,1979.0,20th Century,Antarctica,Antarctica,141.06,100-1kg,L6,-71.5,35.66667
Yamato 791323,1979.0,20th Century,Antarctica,Antarctica,134.2,100-1kg,H5,-71.5,35.66667
Yamato 791324,1979.0,20th Century,Antarctica,Antarctica,20.67,10-100g,L-OTHER,-71.5,35.66667
Yamato 791325,1979.0,20th Century,Antarctica,Antarctica,9.02,1-10g,H-OTHER,-71.5,35.66667
Yamato 791326,1979.0,20th Century,Antarctica,Antarctica,7.0,1-10g,L-OTHER,-71.5,35.66667
Yamato 791327,1979.0,20th Century,Antarctica,Antarctica,5.26,1-10g,H4,-71.5,35.66667
Yamato 791328,1979.0,20th Century,Antarctica,Antarctica,4.36,1-10g,H5,-71.5,35.66667
Yamato 791329,1979.0,20th Century,Antarctica,Antarctica,5.52,1-10g,H4,-71.5,35.66667
Yamato 791330,1979.0,20th Century,Antarctica,Antarctica,3.0,1-10g,H5,-71.5,35.66667
Yamato 791331,1979.0,20th Century,Antarctica,Antarctica,2.35,1-10g,H5,-71.5,35.66667
Yamato 791332,1979.0,20th Century,Antarctica,Antarctica,2.27,1-10g,L5,-71.5,35.66667
Yamato 791333,1979.0,20th Century,Antarctica,Antarctica,1.84,1-10g,H4,-71.5,35.66667
Yamato 791334,1979.0,20th Century,Antarctica,Antarctica,1.84,1-10g,H5,-71.5,35.66667
Yamato 791335,1979.0,20th Century,Antarctica,Antarctica,1.79,1-10g,H5,-71.5,35.66667
Yamato 791336,1979.0,20th Century,Antarctica,Antarctica,1.47,1-10g,H4,-71.5,35.66667
Yamato 791337,1979.0,20th Century,Antarctica,Antarctica,1.74,1-10g,L6,-71.5,35.66667
Yamato 791338,1979.0,20th Century,Antarctica,Antarctica,1.46,1-10g,H-OTHER,-71.5,35.66667
Yamato 791339,1979.0,20th Century,Antarctica,Antarctica,1.01,1-10g,H4,-71.5,35.66667
Yamato 791340,1979.0,20th Century,Antarctica,Antarctica,34.2,10-100g,H-OTHER,-71.5,35.66667
Yamato 791341,1979.0,20th Century,Antarctica,Antarctica,33.71,10-100g,L6,-71.5,35.66667
Yamato 791342,1979.0,20th Century,Antarctica,Antarctica,10.73,10-100g,L6,-71.5,35.66667
Yamato 791343,1979.0,20th Century,Antarctica,Antarctica,8.55,1-10g,L6,-71.5,35.66667
Yamato 791344,1979.0,20th Century,Antarctica,Antarctica,10.74,10-100g,H4,-71.5,35.66667
Yamato 791345,1979.0,20th Century,Antarctica,Antarctica,8.7,1-10g,H4,-71.5,35.66667
Yamato 791346,1979.0,20th Century,Antarctica,Antarctica,6.6,1-10g,H4,-71.5,35.66667
Yamato 791347,1979.0,20th Century,Antarctica,Antarctica,14.57,10-100g,H5,-71.5,35.66667
Yamato 791348,1979.0,20th Century,Antarctica,Antarctica,13.36,10-100g,H4,-71.5,35.66667
Yamato 791349,1979.0,20th Century,Antarctica,Antarctica,10.72,10-100g,H6,-71.5,35.66667
Yamato 791350,1979.0,20th Century,Antarctica,Antarctica,13.01,10-100g,L6,-71.5,35.66667
Yamato 791351,1979.0,20th Century,Antarctica,Antarctica,6.15,1-10g,H4,-71.5,35.66667
Yamato 791352,1979.0,20th Century,Antarctica,Antarctica,3.86,1-10g,L-OTHER,-71.5,35.66667
Yamato 791353,1979.0,20th Century,Antarctica,Antarctica,6.32,1-10g,H6,-71.5,35.66667
Yamato 791354,1979.0,20th Century,Antarctica,Antarctica,5.2,1-10g,H-OTHER,-71.5,35.66667
Yamato 791355,1979.0,20th Century,Antarctica,Antarctica,4.71,1-10g,H4,-71.5,35.66667
Yamato 791356,1979.0,20th Century,Antarctica,Antarctica,2.37,1-10g,L6,-71.5,35.66667
Yamato 791357,1979.0,20th Century,Antarctica,Antarctica,2.78,1-10g,L-OTHER,-71.5,35.66667
Yamato 791358,1979.0,20th Century,Antarctica,Antarctica,2.74,1-10g,H4,-71.5,35.66667
Yamato 791359,1979.0,20th Century,Antarctica,Antarctica,2.05,1-10g,H5,-71.5,35.66667
Yamato 791360,1979.0,20th Century,Antarctica,Antarctica,2.14,1-10g,H4,-71.5,35.66667
Yamato 791362,1979.0,20th Century,Antarctica,Antarctica,3.42,1-10g,L6,-71.5,35.66667
Yamato 791363,1979.0,20th Century,Antarctica,Antarctica,6.83,1-10g,H5,-71.5,35.66667
Yamato 791364,1979.0,20th Century,Antarctica,Antarctica,45.04,10-100g,H5,-71.5,35.66667
Yamato 791366,1979.0,20th Century,Antarctica,Antarctica,23.04,10-100g,L-OTHER,-71.5,35.66667
Yamato 791367,1979.0,20th Century,Antarctica,Antarctica,15.2,10-100g,H6,-71.5,35.66667
Yamato 791368,1979.0,20th Century,Antarctica,Antarctica,20.55,10-100g,L6,-71.5,35.66667
Yamato 791369,1979.0,20th Century,Antarctica,Antarctica,11.05,10-100g,L6,-71.5,35.66667
Yamato 791370,1979.0,20th Century,Antarctica,Antarctica,9.07,1-10g,H-OTHER,-71.5,35.66667
Yamato 791371,1979.0,20th Century,Antarctica,Antarctica,11.13,10-100g,L6,-71.5,35.66667
Yamato 791372,1979.0,20th Century,Antarctica,Antarctica,5.3,1-10g,H4,-71.5,35.66667
Yamato 791373,1979.0,20th Century,Antarctica,Antarctica,8.71,1-10g,H4,-71.5,35.66667
Yamato 791374,1979.0,20th Century,Antarctica,Antarctica,6.3,1-10g,L6,-71.5,35.66667
Yamato 791375,1979.0,20th Century,Antarctica,Antarctica,5.2,1-10g,H5,-71.5,35.66667
Yamato 791376,1979.0,20th Century,Antarctica,Antarctica,4.94,1-10g,L6,-71.5,35.66667
Yamato 791377,1979.0,20th Century,Antarctica,Antarctica,4.74,1-10g,H-OTHER,-71.5,35.66667
Yamato 791378,1979.0,20th Century,Antarctica,Antarctica,2.14,1-10g,L6,-71.5,35.66667
Yamato 791379,1979.0,20th Century,Antarctica,Antarctica,4.49,1-10g,L6,-71.5,35.66667
Yamato 791380,1979.0,20th Century,Antarctica,Antarctica,6.97,1-10g,L6,-71.5,35.66667
Yamato 791381,1979.0,20th Century,Antarctica,Antarctica,24.41,10-100g,L-OTHER,-71.5,35.66667
Yamato 791382,1979.0,20th Century,Antarctica,Antarctica,16.36,10-100g,H5,-71.5,35.66667
Yamato 791383,1979.0,20th Century,Antarctica,Antarctica,11.96,10-100g,H4,-71.5,35.66667
Yamato 791384,1979.0,20th Century,Antarctica,Antarctica,12.82,10-100g,L6,-71.5,35.66667
Yamato 791385,1979.0,20th Century,Antarctica,Antarctica,13.63,10-100g,H4,-71.5,35.66667
Yamato 791386,1979.0,20th Century,Antarctica,Antarctica,3.83,1-10g,H4,-71.5,35.66667
Yamato 791387,1979.0,20th Century,Antarctica,Antarctica,3.92,1-10g,H-OTHER,-71.5,35.66667
Yamato 791388,1979.0,20th Century,Antarctica,Antarctica,3.55,1-10g,L-OTHER,-71.5,35.66667
Yamato 791389,1979.0,20th Century,Antarctica,Antarctica,3.74,1-10g,H4,-71.5,35.66667
Yamato 791390,1979.0,20th Century,Antarctica,Antarctica,2.32,1-10g,L-OTHER,-71.5,35.66667
Yamato 791391,1979.0,20th Century,Antarctica,Antarctica,3.03,1-10g,L6,-71.5,35.66667
Yamato 791392,1979.0,20th Century,Antarctica,Antarctica,3.08,1-10g,H5,-71.5,35.66667
Yamato 791398,1979.0,20th Century,Antarctica,Antarctica,0.96,<1g,H5,-71.5,35.66667
Yamato 791399,1979.0,20th Century,Antarctica,Antarctica,0.95,<1g,L-OTHER,-71.5,35.66667
Yamato 791406,1979.0,20th Century,Antarctica,Antarctica,2048.0,1-10kg,H4,-71.5,35.66667
Yamato 791407,1979.0,20th Century,Antarctica,Antarctica,58.1,10-100g,H4,-71.5,35.66667
Yamato 791408,1979.0,20th Century,Antarctica,Antarctica,45.93,10-100g,H4,-71.5,35.66667
Yamato 791409,1979.0,20th Century,Antarctica,Antarctica,54.16,10-100g,H4,-71.5,35.66667
Yamato 791410,1979.0,20th Century,Antarctica,Antarctica,16.69,10-100g,L6,-71.5,35.66667
Yamato 791411,1979.0,20th Century,Antarctica,Antarctica,4.96,1-10g,H6,-71.5,35.66667
Yamato 791412,1979.0,20th Century,Antarctica,Antarctica,24.98,10-100g,L6,-71.5,35.66667
Yamato 791413,1979.0,20th Century,Antarctica,Antarctica,203.61,100-1kg,L6,-71.5,35.66667
Yamato 791414,1979.0,20th Century,Antarctica,Antarctica,52.96,10-100g,L6,-71.5,35.66667
Yamato 791415,1979.0,20th Century,Antarctica,Antarctica,22.46,10-100g,L6,-71.5,35.66667
Yamato 791417,1979.0,20th Century,Antarctica,Antarctica,39.68,10-100g,L6,-71.5,35.66667
Yamato 791418,1979.0,20th Century,Antarctica,Antarctica,16.16,10-100g,H-OTHER,-71.5,35.66667
Yamato 791419,1979.0,20th Century,Antarctica,Antarctica,37.61,10-100g,H6,-71.5,35.66667
Yamato 791420,1979.0,20th Century,Antarctica,Antarctica,18.91,10-100g,H4,-71.5,35.66667
Yamato 791421,1979.0,20th Century,Antarctica,Antarctica,811.0,100-1kg,L5,-71.5,35.66667
Yamato 791422,1979.0,20th Century,Antarctica,Antarctica,61.8,10-100g,OTHER,-71.5,35.66667
Yamato 791423,1979.0,20th Century,Antarctica,Antarctica,3.66,1-10g,H5,-71.5,35.66667
Yamato 791424,1979.0,20th Century,Antarctica,Antarctica,10.9,10-100g,H-OTHER,-71.5,35.66667
Yamato 791425,1979.0,20th Century,Antarctica,Antarctica,4.36,1-10g,H4,-71.5,35.66667
Yamato 791426,1979.0,20th Century,Antarctica,Antarctica,1.72,1-10g,L6,-71.5,35.66667
Yamato 791427,1979.0,20th Century,Antarctica,Antarctica,507.05,100-1kg,H5,-71.5,35.66667
Yamato 791428,1979.0,20th Century,Antarctica,Antarctica,548.94,100-1kg,H-OTHER,-71.5,35.66667
Yamato 791429,1979.0,20th Century,Antarctica,Antarctica,223.53,100-1kg,L-OTHER,-71.5,35.66667
Yamato 791430,1979.0,20th Century,Antarctica,Antarctica,45.93,10-100g,H6,-71.5,35.66667
Yamato 791431,1979.0,20th Century,Antarctica,Antarctica,281.6,100-1kg,L6,-71.5,35.66667
Yamato 791432,1979.0,20th Century,Antarctica,Antarctica,221.07,100-1kg,L6,-71.5,35.66667
Yamato 791433,1979.0,20th Century,Antarctica,Antarctica,3.13,1-10g,CARBONACEOUS,-71.5,35.66667
Yamato 791434,1979.0,20th Century,Antarctica,Antarctica,265.2,100-1kg,H4,-71.5,35.66667
Yamato 791435,1979.0,20th Century,Antarctica,Antarctica,15.09,10-100g,H4,-71.5,35.66667
Yamato 791436,1979.0,20th Century,Antarctica,Antarctica,6.68,1-10g,H6,-71.5,35.66667
Yamato 791437,1979.0,20th Century,Antarctica,Antarctica,28.2,10-100g,H6,-71.5,35.66667
Yamato 791438,1979.0,20th Century,Antarctica,Antarctica,20.18,10-100g,OTHER,-71.5,35.66667
Yamato 791439,1979.0,20th Century,Antarctica,Antarctica,31.05,10-100g,OTHER,-71.5,35.66667
Yamato 791440,1979.0,20th Century,Antarctica,Antarctica,89.65,10-100g,L6,-71.5,35.66667
Yamato 791441,1979.0,20th Century,Antarctica,Antarctica,105.66,100-1kg,L6,-71.5,35.66667
Yamato 791442,1979.0,20th Century,Antarctica,Antarctica,189.53,100-1kg,L6,-71.5,35.66667
Yamato 791443,1979.0,20th Century,Antarctica,Antarctica,11.32,10-100g,L6,-71.5,35.66667
Yamato 791444,1979.0,20th Century,Antarctica,Antarctica,550.84,100-1kg,H4,-71.5,35.66667
Yamato 791445,1979.0,20th Century,Antarctica,Antarctica,4.75,1-10g,H6,-71.5,35.66667
Yamato 791446,1979.0,20th Century,Antarctica,Antarctica,17.6,10-100g,H4,-71.5,35.66667
Yamato 791447,1979.0,20th Century,Antarctica,Antarctica,1.99,1-10g,H4,-71.5,35.66667
Yamato 791448,1979.0,20th Century,Antarctica,Antarctica,35.6,10-100g,H-OTHER,-71.5,35.66667
Yamato 791449,1979.0,20th Century,Antarctica,Antarctica,108.33,100-1kg,L6,-71.5,35.66667
Yamato 791450,1979.0,20th Century,Antarctica,Antarctica,192.86,100-1kg,L6,-71.5,35.66667
Yamato 791451,1979.0,20th Century,Antarctica,Antarctica,8.07,1-10g,L6,-71.5,35.66667
Yamato 791452,1979.0,20th Century,Antarctica,Antarctica,204.59,100-1kg,L5,-71.5,35.66667
Yamato 791453,1979.0,20th Century,Antarctica,Antarctica,158.89,100-1kg,H4,-71.5,35.66667
Yamato 791454,1979.0,20th Century,Antarctica,Antarctica,8.4,1-10g,H4,-71.5,35.66667
Yamato 791455,1979.0,20th Century,Antarctica,Antarctica,54.83,10-100g,L6,-71.5,35.66667
Yamato 791456,1979.0,20th Century,Antarctica,Antarctica,37.05,10-100g,L6,-71.5,35.66667
Yamato 791457,1979.0,20th Century,Antarctica,Antarctica,41.39,10-100g,H4,-71.5,35.66667
Yamato 791458,1979.0,20th Century,Antarctica,Antarctica,8.04,1-10g,H4,-71.5,35.66667
Yamato 791459,1979.0,20th Century,Antarctica,Antarctica,23.65,10-100g,L6,-71.5,35.66667
Yamato 791460,1979.0,20th Century,Antarctica,Antarctica,10.59,10-100g,L6,-71.5,35.66667
Yamato 791461,1979.0,20th Century,Antarctica,Antarctica,11.44,10-100g,L6,-71.5,35.66667
Yamato 791462,1979.0,20th Century,Antarctica,Antarctica,94.23,10-100g,H5,-71.5,35.66667
Yamato 791463,1979.0,20th Century,Antarctica,Antarctica,10.28,10-100g,L6,-71.5,35.66667
Yamato 791464,1979.0,20th Century,Antarctica,Antarctica,18.02,10-100g,H4,-71.5,35.66667
Yamato 791465,1979.0,20th Century,Antarctica,Antarctica,3.23,1-10g,H6,-71.5,35.66667
Yamato 791466,1979.0,20th Century,Antarctica,Antarctica,21.46,10-100g,OTHER,-71.5,35.66667
Yamato 791467,1979.0,20th Century,Antarctica,Antarctica,18.71,10-100g,OTHER,-71.5,35.66667
Yamato 791468,1979.0,20th Century,Antarctica,Antarctica,11.29,10-100g,H5,-71.5,35.66667
Yamato 791469,1979.0,20th Century,Antarctica,Antarctica,5.09,1-10g,H4,-71.5,35.66667
Yamato 791470,1979.0,20th Century,Antarctica,Antarctica,6.96,1-10g,H5,-71.5,35.66667
Yamato 791471,1979.0,20th Century,Antarctica,Antarctica,141.83,100-1kg,L5,-71.5,35.66667
Yamato 791472,1979.0,20th Century,Antarctica,Antarctica,7.0,1-10g,H-OTHER,-71.5,35.66667
Yamato 791473,1979.0,20th Century,Antarctica,Antarctica,6.81,1-10g,H4,-71.5,35.66667
Yamato 791474,1979.0,20th Century,Antarctica,Antarctica,67.05,10-100g,H4,-71.5,35.66667
Yamato 791475,1979.0,20th Century,Antarctica,Antarctica,14.38,10-100g,H4,-71.5,35.66667
Yamato 791476,1979.0,20th Century,Antarctica,Antarctica,23.47,10-100g,H4,-71.5,35.66667
Yamato 791477,1979.0,20th Century,Antarctica,Antarctica,214.87,100-1kg,H4,-71.5,35.66667
Yamato 791478,1979.0,20th Century,Antarctica,Antarctica,146.95,100-1kg,H4,-71.5,35.66667
Yamato 791479,1979.0,20th Century,Antarctica,Antarctica,1.39,1-10g,H4,-71.5,35.66667
Yamato 791480,1979.0,20th Century,Antarctica,Antarctica,6.74,1-10g,H4,-71.5,35.66667
Yamato 791481,1979.0,20th Century,Antarctica,Antarctica,2.13,1-10g,H4,-71.5,35.66667
Yamato 791482,1979.0,20th Century,Antarctica,Antarctica,352.62,100-1kg,H4,-71.5,35.66667
Yamato 791483,1979.0,20th Century,Antarctica,Antarctica,73.59,10-100g,L6,-71.5,35.66667
Yamato 791484,1979.0,20th Century,Antarctica,Antarctica,19.18,10-100g,L6,-71.5,35.66667
Yamato 791485,1979.0,20th Century,Antarctica,Antarctica,3.53,1-10g,L-OTHER,-71.5,35.66667
Yamato 791486,1979.0,20th Century,Antarctica,Antarctica,565.51,100-1kg,L6,-71.5,35.66667
Yamato 791487,1979.0,20th Century,Antarctica,Antarctica,13.95,10-100g,L5,-71.5,35.66667
Yamato 791488,1979.0,20th Century,Antarctica,Antarctica,8.08,1-10g,H5,-71.5,35.66667
Yamato 791489,1979.0,20th Century,Antarctica,Antarctica,5.51,1-10g,H-OTHER,-71.5,35.66667
Yamato 791490,1979.0,20th Century,Antarctica,Antarctica,10.09,10-100g,H5,-71.5,35.66667
Yamato 791491,1979.0,20th Century,Antarctica,Antarctica,31.6,10-100g,L-OTHER,-71.5,35.66667
Yamato 791492,1979.0,20th Century,Antarctica,Antarctica,41.12,10-100g,H-OTHER,-71.5,35.66667
Yamato 791493,1979.0,20th Century,Antarctica,Antarctica,5.13,1-10g,L-OTHER,-71.5,35.66667
Yamato 791494,1979.0,20th Century,Antarctica,Antarctica,20.88,10-100g,L5,-71.5,35.66667
Yamato 791495,1979.0,20th Century,Antarctica,Antarctica,45.29,10-100g,H5,-71.5,35.66667
Yamato 791496,1979.0,20th Century,Antarctica,Antarctica,5.37,1-10g,L-OTHER,-71.5,35.66667
Yamato 791497,1979.0,20th Century,Antarctica,Antarctica,7.04,1-10g,H-OTHER,-71.5,35.66667
Yamato 791498,1979.0,20th Century,Antarctica,Antarctica,3.11,1-10g,CARBONACEOUS,-71.5,35.66667
Yamato 791499,1979.0,20th Century,Antarctica,Antarctica,9.94,1-10g,L6,-71.5,35.66667
