name,year,year_period,continent,country,mass_cleaned,mass_bin,recclass_clean,reclat,reclong
Elephant Moraine 96168,1996.0,20th Century,Antarctica,Antarctica,2.6,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96169,1996.0,20th Century,Antarctica,Antarctica,10.3,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96170,1996.0,20th Century,Antarctica,Antarctica,11.2,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96171,1996.0,20th Century,Antarctica,Antarctica,27.6,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96172,1996.0,20th Century,Antarctica,Antarctica,3.8,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96173,1996.0,20th Century,Antarctica,Antarctica,0.6,<1g,L6,-76.18333,157.16667
Elephant Moraine 96174,1996.0,20th Century,Antarctica,Antarctica,14.5,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96175,1996.0,20th Century,Antarctica,Antarctica,1.4,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96176,1996.0,20th Century,Antarctica,Antarctica,19.3,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96177,1996.0,20th Century,Antarctica,Antarctica,7.8,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96178,1996.0,20th Century,Antarctica,Antarctica,21.4,10-100g,H6,-76.18333,157.16667
Elephant Moraine 96179,1996.0,20th Century,Antarctica,Antarctica,5.3,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96180,1996.0,20th Century,Antarctica,Antarctica,8.4,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96181,1996.0,20th Century,Antarctica,Antarctica,29.1,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96182,1996.0,20th Century,Antarctica,Antarctica,4.1,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96183,1996.0,20th Century,Antarctica,Antarctica,1.0,<1g,L6,-76.18333,157.16667
Elephant Moraine 96184,1996.0,20th Century,Antarctica,Antarctica,15.2,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96185,1996.0,20th Century,Antarctica,Antarctica,4.5,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96186,1996.0,20th Century,Antarctica,Antarctica,101.3,100-1kg,H6,-76.18333,157.16667
Elephant Moraine 96187,1996.0,20th Century,Antarctica,Antarctica,0.6,<1g,H6,-76.18333,157.16667
Elephant Moraine 96188,1996.0,20th Century,Antarctica,Antarctica,16.4,10-100g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96189,1996.0,20th Century,Antarctica,Antarctica,31.0,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96190,1996.0,20th Century,Antarctica,Antarctica,60.8,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96191,1996.0,20th Century,Antarctica,Antarctica,0.7,<1g,H6,-76.18333,157.16667
Elephant Moraine 96192,1996.0,20th Century,Antarctica,Antarctica,57.3,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96194,1996.0,20th Century,Antarctica,Antarctica,1.1,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96195,1996.0,20th Century,Antarctica,Antarctica,1.7,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96196,1996.0,20th Century,Antarctica,Antarctica,0.5,<1g,L6,-76.18333,157.16667
Elephant Moraine 96197,1996.0,20th Century,Antarctica,Antarctica,3.2,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96198,1996.0,20th Century,Antarctica,Antarctica,0.3,<1g,H6,-76.18333,157.16667
Elephant Moraine 96199,1996.0,20th Century,Antarctica,Antarctica,4.9,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96200,1996.0,20th Century,Antarctica,Antarctica,65.0,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96201,1996.0,20th Century,Antarctica,Antarctica,8.4,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96202,1996.0,20th Century,Antarctica,Antarctica,3.7,1-10g,H4,-76.18333,157.16667
Elephant Moraine 96203,1996.0,20th Century,Antarctica,Antarctica,0.3,<1g,L6,-76.18333,157.16667
Elephant Moraine 96204,1996.0,20th Century,Antarctica,Antarctica,12.1,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96205,1996.0,20th Century,Antarctica,Antarctica,18.8,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96206,1996.0,20th Century,Antarctica,Antarctica,3.1,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96207,1996.0,20th Century,Antarctica,Antarctica,2.6,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96208,1996.0,20th Century,Antarctica,Antarctica,14.7,10-100g,L5,-76.18333,157.16667
Elephant Moraine 96209,1996.0,20th Century,Antarctica,Antarctica,1.0,<1g,H6,-76.18333,157.16667
Elephant Moraine 96210,1996.0,20th Century,Antarctica,Antarctica,1.7,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96211,1996.0,20th Century,Antarctica,Antarctica,113.9,100-1kg,L6,-76.18333,157.16667
Elephant Moraine 96212,1996.0,20th Century,Antarctica,Antarctica,107.1,100-1kg,H5,-76.18333,157.16667
Elephant Moraine 96213,1996.0,20th Century,Antarctica,Antarctica,19.9,10-100g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96214,1996.0,20th Century,Antarctica,Antarctica,5.9,1-10g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96215,1996.0,20th Century,Antarctica,Antarctica,15.6,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96216,1996.0,20th Century,Antarctica,Antarctica,0.9,<1g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96217,1996.0,20th Century,Antarctica,Antarctica,10.1,10-100g,H4,-76.18333,157.16667
Elephant Moraine 96218,1996.0,20th Century,Antarctica,Antarctica,16.6,10-100g,L5,-76.18333,157.16667
Elephant Moraine 96219,1996.0,20th Century,Antarctica,Antarctica,18.3,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96220,1996.0,20th Century,Antarctica,Antarctica,2.9,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96221,1996.0,20th Century,Antarctica,Antarctica,24.3,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96222,1996.0,20th Century,Antarctica,Antarctica,8.3,1-10g,L5,-76.18333,157.16667
Elephant Moraine 96223,1996.0,20th Century,Antarctica,Antarctica,2.7,1-10g,H4,-76.18333,157.16667
Elephant Moraine 96224,1996.0,20th Century,Antarctica,Antarctica,0.6,<1g,L5,-76.18333,157.16667
Elephant Moraine 96225,1996.0,20th Century,Antarctica,Antarctica,1.3,1-10g,L5,-76.18333,157.16667
Elephant Moraine 96226,1996.0,20th Century,Antarctica,Antarctica,2.1,1-10g,CARBONACEOUS,-76.18333,157.16667
Elephant Moraine 96227,1996.0,20th Century,Antarctica,Antarctica,4.9,1-10g,L5,-76.18333,157.16667
Elephant Moraine 96228,1996.0,20th Century,Antarctica,Antarctica,1.2,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96229,1996.0,20th Century,Antarctica,Antarctica,4.1,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96230,1996.0,20th Century,Antarctica,Antarctica,31.7,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96231,1996.0,20th Century,Antarctica,Antarctica,73.9,10-100g,H6,-76.18333,157.16667
Elephant Moraine 96232,1996.0,20th Century,Antarctica,Antarctica,14.3,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96233,1996.0,20th Century,Antarctica,Antarctica,0.9,<1g,L6,-76.18333,157.16667
Elephant Moraine 96234,1996.0,20th Century,Antarctica,Antarctica,2.3,1-10g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96235,1996.0,20th Century,Antarctica,Antarctica,5.7,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96236,1996.0,20th Century,Antarctica,Antarctica,0.3,<1g,L6,-76.18333,157.16667
Elephant Moraine 96237,1996.0,20th Century,Antarctica,Antarctica,0.4,<1g,H6,-76.18333,157.16667
Elephant Moraine 96238,1996.0,20th Century,Antarctica,Antarctica,0.4,<1g,H-OTHER,-76.18333,157.16667
Elephant Moraine 96239,1996.0,20th Century,Antarctica,Antarctica,1.0,<1g,L5,-76.18333,157.16667
Elephant Moraine 96240,1996.0,20th Century,Antarctica,Antarctica,11.6,10-100g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96241,1996.0,20th Century,Antarctica,Antarctica,31.2,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96242,1996.0,20th Century,Antarctica,Antarctica,23.0,10-100g,H6,-76.18333,157.16667
Elephant Moraine 96243,1996.0,20th Century,Antarctica,Antarctica,14.7,10-100g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96244,1996.0,20th Century,Antarctica,Antarctica,20.0,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96245,1996.0,20th Century,Antarctica,Antarctica,14.4,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96246,1996.0,20th Century,Antarctica,Antarctica,44.5,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96247,1996.0,20th Century,Antarctica,Antarctica,86.1,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96248,1996.0,20th Century,Antarctica,Antarctica,44.9,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96249,1996.0,20th Century,Antarctica,Antarctica,40.3,10-100g,H6,-76.18333,157.16667
Elephant Moraine 96250,1996.0,20th Century,Antarctica,Antarctica,50.5,10-100g,H6,-76.18333,157.16667
Elephant Moraine 96251,1996.0,20th Century,Antarctica,Antarctica,100.8,100-1kg,H6,-76.18333,157.16667
Elephant Moraine 96252,1996.0,20th Century,Antarctica,Antarctica,48.9,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96253,1996.0,20th Century,Antarctica,Antarctica,15.4,10-100g,H4,-76.18333,157.16667
Elephant Moraine 96254,1996.0,20th Century,Antarctica,Antarctica,6.9,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96255,1996.0,20th Century,Antarctica,Antarctica,17.0,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96256,1996.0,20th Century,Antarctica,Antarctica,1.2,1-10g,L6,-76.18333,157.16667
Elephant Moraine 96257,1996.0,20th Century,Antarctica,Antarctica,10.8,10-100g,H5,-76.18333,157.16667
Elephant Moraine 96258,1996.0,20th Century,Antarctica,Antarctica,26.6,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96259,1996.0,20th Century,Antarctica,Antarctica,12.1,10-100g,CARBONACEOUS,-76.18333,157.16667
Elephant Moraine 96260,1996.0,20th Century,Antarctica,Antarctica,7.6,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96261,1996.0,20th Century,Antarctica,Antarctica,62.5,10-100g,L6,-76.18333,157.16667
Elephant Moraine 96262,1996.0,20th Century,Antarctica,Antarctica,54.2,10-100g,L-OTHER,-76.18333,157.16667
Elephant Moraine 96263,1996.0,20th Century,Antarctica,Antarctica,8.6,1-10g,H5,-76.18333,157.16667
Elephant Moraine 96264,1996.0,20th Century,Antarctica,Antarctica,3.6,1-10g,H6,-76.18333,157.16667
Elephant Moraine 96265,1996.0,20th Century,Antarctica,Antarctica,1.0,<1g,H6,-76.18333,157.16667
Elephant Moraine 96266,1996.0,20th Century,Antarctica,Antarctica,4.7,1-10g,L6,-76.18333,157.16667
